#{"t_start": 1639234051.049802, "env_id": null}
r,l,t
-105.661485,60,348.86812
-44.894575,60,351.481345
-88.305349,60,353.545649
-36.538165,60,356.153529
-46.259919,60,358.174277
-53.513711,60,359.327473
-2.672067,60,361.929651
-36.6904,60,364.015412
-4.40948,60,366.626035
-5.821308,60,368.657985
-82.422356,60,371.252905
-27.336441,60,373.310956
-60.511297,60,376.100556
-13.485998,60,377.248408
-2.722452,60,379.866372
-11.612585,60,381.895125
-76.376799,60,384.617634
-21.708574,60,386.656957
-46.696728,60,389.249933
-69.090205,60,391.267357
-29.715536,60,393.929795
-4.999273,60,395.111561
-53.377212,60,397.162424
-1.598061,60,399.742992
14.759073,60,401.756816
-64.651762,60,404.36508
-13.545166,60,406.423759
46.410953,60,409.007783
-65.381445,60,411.023479
18.029436,60,412.710167
7.962443,60,414.772303
-15.174891,60,417.406133
-7.543451,60,419.430263
-40.993462,60,422.011786
-6.655958,60,424.047187
5.692524,60,426.7229
-94.619396,60,428.764525
0.377098,60,429.901992
-44.224809,60,432.481826
43.573141,60,434.525037
-47.657595,60,437.160811
2.629434,60,439.205579
-6.693455,60,441.779488
-32.041951,60,443.808667
-3.93612,60,446.41726
-31.8141,60,447.608073
9.933758,60,450.225631
-87.509669,60,452.252824
19.84168,60,454.881718
40.050437,60,457.032014
-28.661814,60,459.678634
-14.907228,60,461.720846
-28.509794,60,464.334638
-0.607077,60,465.497254
-18.131505,60,467.555378
-8.530897,60,470.215849
-11.285353,60,472.274199
23.554014,60,474.878475
-26.127913,60,476.929276
-24.847394,60,479.55651
9.284559,60,481.597518
16.010352,60,483.29304
-30.699037,60,485.360564
-1.493274,60,487.945275
26.275233,60,490.131028
-8.502718,60,492.749015
-40.250623,60,494.791412
-3.131909,60,497.397255
10.037123,60,499.491446
-77.319158,60,500.652684
-14.761508,60,503.252689
-46.379776,60,505.30841
-33.255078,60,507.880697
1.169399,60,509.933429
12.137048,60,512.535439
-20.975017,60,514.591098
-3.342908,60,517.200013
-28.053893,60,518.350664
-27.165791,60,520.977877
12.356429,60,523.00358
-10.102176,60,525.614222
-63.634076,60,527.650954
55.932778,60,530.226985
-11.920868,60,532.292945
18.525249,60,534.911769
4.309074,60,536.087861
21.502997,60,538.135867
-84.236082,60,540.745561
-14.436395,60,542.825047
-52.873996,60,545.470336
1.96107,60,547.538426
-37.106571,60,550.14749
-97.02008,60,552.225575
25.521028,60,553.962363
18.888008,60,555.995142
54.596583,60,558.581035
12.054198,60,560.63867
-39.223016,60,563.268487
7.460803,60,565.348693
-10.337045,60,567.941784
-24.724044,60,569.976971
-74.681652,60,571.119431
8.047115,60,573.751766
-24.119978,60,575.819873
-40.449165,60,578.423479
-49.412826,60,580.444956
56.991899,60,583.034522
-11.562283,60,585.144937
-17.643786,60,587.716141
9.211634,60,588.864423
-3.194716,60,591.459298
8.553772,60,593.479108
-33.034102,60,596.133883
-17.474105,60,598.159455
-4.347044,60,600.753098
43.686268,60,602.784983
29.549938,60,605.510007
-22.290405,60,606.662265
7.006521,60,608.683514
27.489289,60,611.258342
-46.327158,60,613.278913
37.426753,60,615.918003
-56.505746,60,617.933835
-11.581303,60,620.50774
-5.688735,60,622.529774
17.729012,60,624.238628
23.397514,60,626.312678
4.83463,60,628.892176
1.478416,60,630.923133
-32.615528,60,633.50193
-0.249321,60,635.574823
23.974783,60,638.216775
15.153498,60,640.233013
9.619511,60,641.377451
26.215625,60,643.960307
23.151085,60,645.999758
-26.499239,60,648.616755
-44.39146,60,650.652343
4.892282,60,653.244051
-0.027135,60,655.284594
7.242282,60,657.891197
-10.535872,60,659.040203
-23.284,60,661.636601
1.606161,60,663.656779
54.316983,60,666.261939
7.056422,60,668.322773
-28.362748,60,670.900495
3.965636,60,672.929509
-3.989943,60,675.659095
21.718372,60,676.801346
2.505824,60,678.883125
14.287324,60,681.476479
-62.215623,60,683.502796
20.911833,60,686.105716
4.135369,60,688.122334
40.32784,60,690.795155
-9.929039,60,692.825978
-87.422976,60,694.562348
-6.630333,60,696.610416
16.137176,60,699.188662
-17.424843,60,701.25958
-80.809025,60,703.839107
-3.799598,60,705.865186
-8.471547,60,708.445358
-57.311006,60,710.534317
-2.957413,60,711.699842
11.846337,60,714.364713
30.522041,60,716.399207
-11.576016,60,718.983325
-57.366311,60,721.068348
19.901856,60,723.664497
39.881306,60,725.712698
-98.687739,60,728.314223
21.784093,60,729.469108
19.544717,60,732.096517
33.244214,60,734.120481
22.019012,60,736.73144
-10.494819,60,738.768232
39.055971,60,741.393525
-6.848364,60,743.472931
-32.556464,60,746.107729
-3.719307,60,747.256796
4.021365,60,749.293626
30.240171,60,751.908326
22.074132,60,754.00374
59.971711,60,756.631697
3.34285,60,758.658513
-19.646113,60,761.264708
14.173617,60,763.353661
-15.705421,60,765.067747
3.76344,60,767.135118
6.46755,60,769.742956
33.467788,60,771.811492
-16.345618,60,774.477591
-41.383399,60,776.531195
-1.493947,60,779.12395
-11.478779,60,781.179012
4.464465,60,782.339767
44.335082,60,785.003015
13.763013,60,787.072299
4.34066,60,789.733829
-1.492788,60,791.811954
11.95288,60,794.450446
5.75186,60,796.551042
4.020909,60,799.174104
-27.80305,60,800.332838
-6.582079,60,802.933213
-104.988766,60,805.004214
-15.394628,60,807.658317
36.451417,60,809.71336
-41.743322,60,812.295287
-38.071199,60,814.361754
-4.433667,60,817.070098
-2.204145,60,818.232181
-23.16296,60,820.279033
-47.917587,60,822.878522
44.256039,60,824.953185
-142.169522,60,827.614594
-12.30677,60,829.668853
21.146389,60,832.288317
11.797638,60,834.360375
-11.333371,60,836.08819
51.243108,60,838.182273
26.015061,60,840.799283
33.021602,60,843.031861
3.456731,60,846.067714
0.872966,60,848.455835
12.928355,60,851.420691
-8.055566,60,853.676361
-7.17979,60,854.960767
20.591415,60,858.060053
-1.567041,60,860.57008
16.964833,60,863.470655
-101.715591,60,865.779678
57.709264,60,868.39316
-41.718414,60,870.520587
-29.533836,60,873.129906
54.093018,60,874.300433
63.653151,60,876.937776
32.860736,60,879.010948
-25.254932,60,881.679451
39.800989,60,883.747492
7.866531,60,886.381084
17.486992,60,888.424288
-27.550022,60,891.120447
-22.591859,60,892.281698
-37.583614,60,894.361812
-5.720801,60,896.985209
45.205444,60,899.047375
16.822419,60,901.724515
-12.042903,60,903.795421
14.149997,60,906.439742
17.477932,60,908.496325
-9.836489,60,910.222252
3.662456,60,912.319169
31.6017,60,914.946867
-0.384343,60,917.007935
31.51404,60,919.623111
26.681401,60,921.708426
0.912052,60,924.350224
39.649922,60,926.422287
-37.152844,60,927.61393
34.116855,60,930.233792
19.921698,60,932.327022
-38.932307,60,934.969896
-0.069512,60,937.047701
19.873479,60,939.680015
-88.798361,60,941.729961
15.927766,60,944.389981
0.977986,60,945.56331
-22.542129,60,948.168401
18.228198,60,950.237955
61.745867,60,952.868824
-2.900631,60,954.978818
59.137264,60,957.58468
27.22887,60,959.638254
-0.770655,60,962.245872
14.952749,60,963.415956
14.375498,60,965.54943
33.930626,60,968.155437
-7.816372,60,970.201245
45.810423,60,972.80503
-46.090782,60,975.105141
27.096978,60,977.720839
-17.611665,60,979.780188
11.069128,60,981.481219
46.859586,60,983.55433
32.98992,60,986.25731
-17.402423,60,988.318758
-25.456512,60,990.941975
-38.14458,60,993.050458
-14.614756,60,995.733876
48.797544,60,997.811977
75.257157,60,998.967858
-27.83916,60,1001.5869
18.81776,60,1003.650007
17.731966,60,1006.303385
2.313297,60,1008.362317
39.715738,60,1010.973952
51.21764,60,1013.027063
0.86242,60,1015.662054
36.217511,60,1016.855007
25.739023,60,1019.459515
28.753709,60,1021.502659
-5.800735,60,1024.108393
18.296792,60,1026.143726
24.533459,60,1028.779151
16.531635,60,1030.829535
-20.857101,60,1033.469504
57.647859,60,1034.638948
-12.797194,60,1036.700204
21.107474,60,1039.327645
16.919868,60,1041.354417
58.227101,60,1043.94857
33.040126,60,1046.009719
43.613115,60,1048.628793
22.353561,60,1050.703152
40.645663,60,1052.406129
25.022924,60,1054.47004
9.486995,60,1057.087497
10.700865,60,1059.162423
19.861239,60,1061.745363
32.01804,60,1063.781956
71.132882,60,1066.401567
-5.077694,60,1068.436162
12.936205,60,1069.634768
-17.103417,60,1072.227988
23.457566,60,1074.300961
26.049993,60,1076.910632
7.144889,60,1078.957436
65.239042,60,1081.65019
5.547518,60,1083.703865
5.179039,60,1086.328945
-11.494487,60,1087.491384
54.12722,60,1090.139486
49.011768,60,1092.265411
25.958826,60,1094.893812
3.00446,60,1096.94698
22.517845,60,1099.569015
30.155951,60,1101.661536
8.510417,60,1104.28026
-24.296655,60,1105.453113
15.87059,60,1107.515966
24.194001,60,1110.096813
21.822238,60,1112.158691
-9.208408,60,1114.771202
17.343534,60,1116.820134
-6.210722,60,1119.416642
25.728396,60,1121.450817
21.416092,60,1123.229452
39.235658,60,1125.30434
13.527037,60,1127.89601
38.05775,60,1129.923008
27.894481,60,1132.527458
24.06126,60,1134.605045
66.721984,60,1137.200224
44.00432,60,1139.255026
8.688276,60,1140.409128
18.158415,60,1142.998963
-9.369148,60,1145.078151
7.044978,60,1147.684331
5.135571,60,1149.706217
28.095113,60,1152.282876
31.844764,60,1154.364663
33.906029,60,1156.954205
16.014399,60,1158.105176
35.531845,60,1160.703386
-2.189451,60,1162.748999
-59.14967,60,1165.466178
34.300481,60,1167.486956
-6.769824,60,1170.078657
-20.385756,60,1172.088176
28.489862,60,1174.716717
22.626793,60,1175.901028
35.686498,60,1177.947346
44.401896,60,1180.534905
0.064975,60,1182.552891
39.440793,60,1185.185803
48.24094,60,1187.266534
-5.516931,60,1189.857448
38.299227,60,1191.90135
38.193205,60,1193.609065
17.590086,60,1195.677674
7.395675,60,1198.317435
21.142993,60,1200.368588
22.250409,60,1202.947364
21.220641,60,1204.99804
-10.896889,60,1207.687208
22.106476,60,1209.723823
45.964053,60,1210.877269
34.183397,60,1213.467678
2.447634,60,1215.51997
-3.269331,60,1218.13597
-8.035567,60,1220.152462
-26.320643,60,1222.726401
16.244697,60,1224.763467
-16.525709,60,1227.364608
29.89515,60,1228.548196
5.296524,60,1231.144095
31.915433,60,1233.177296
43.087048,60,1235.805098
-7.364694,60,1237.853401
-21.978412,60,1240.483847
59.746394,60,1242.507259
30.218756,60,1245.100986
18.714413,60,1246.253891
-11.665056,60,1248.279757
53.311344,60,1250.933015
-23.640304,60,1252.952542
10.349586,60,1255.559646
46.113974,60,1257.576641
32.06274,60,1260.198819
-20.575202,60,1262.202376
15.927071,60,1263.909104
4.438001,60,1265.951939
24.548522,60,1268.545554
33.424529,60,1270.625898
4.541208,60,1273.212025
-27.446773,60,1275.38035
49.800445,60,1277.989142
39.194672,60,1280.02026
8.641906,60,1281.205797
7.244605,60,1283.81311
44.767554,60,1285.863415
-102.978831,60,1288.443995
36.065274,60,1290.471806
15.69179,60,1293.105792
23.973004,60,1295.176871
5.107656,60,1297.779148
-4.293773,60,1298.923216
61.091158,60,1301.567669
-1.074853,60,1303.594309
58.678155,60,1306.201029
13.345908,60,1308.206155
45.180851,60,1310.782154
-46.476537,60,1312.853055
3.344383,60,1315.462211
6.713018,60,1316.602081
32.189757,60,1318.625855
-11.195431,60,1321.209008
4.539361,60,1323.271293
2.819062,60,1325.894583
-32.519473,60,1327.926627
49.795453,60,1330.521111
7.574973,60,1332.554886
10.409024,60,1334.333228
55.308063,60,1336.379454
7.467711,60,1338.955819
22.110147,60,1341.003907
19.975153,60,1343.644042
63.219745,60,1345.700562
2.091533,60,1348.300092
4.746913,60,1350.349477
-77.835281,60,1351.505512
-6.580375,60,1354.138255
12.774714,60,1356.246798
16.631942,60,1358.832782
43.146405,60,1360.869757
-13.454262,60,1363.451162
13.182038,60,1365.57804
20.839396,60,1368.158954
-5.381113,60,1369.307835
-35.047146,60,1371.897355
53.289961,60,1373.959016
34.708434,60,1376.64297
46.535711,60,1378.685595
-1.858191,60,1381.296666
-22.660972,60,1383.322105
13.532857,60,1386.003163
17.689344,60,1387.185472
52.478727,60,1389.224263
57.563612,60,1391.884662
5.814299,60,1393.950228
53.02217,60,1396.607546
24.428589,60,1398.651728
0.379484,60,1401.259531
59.709927,60,1403.310583
-28.386782,60,1405.008416
29.81858,60,1407.118027
36.22593,60,1409.71425
-10.773168,60,1411.769882
13.880141,60,1414.372817
24.111866,60,1416.465375
35.820313,60,1419.121504
36.822393,60,1421.163217
-53.671403,60,1422.321323
17.291209,60,1424.928383
51.802012,60,1426.978021
4.368828,60,1429.615725
38.966864,60,1431.671281
75.727322,60,1434.261049
55.082804,60,1436.325956
28.966757,60,1438.990861
41.102975,60,1440.172563
-29.409229,60,1442.819343
55.060615,60,1444.905054
-4.696909,60,1447.549586
-49.84039,60,1449.633528
31.796417,60,1452.241886
29.103216,60,1454.289711
12.26996,60,1456.917361
35.909569,60,1458.07301
48.860786,60,1460.162482
37.073774,60,1462.76485
-4.136888,60,1464.801503
42.378321,60,1467.392253
41.139367,60,1469.458874
15.53596,60,1472.115506
31.798939,60,1474.152107
-15.208856,60,1475.887831
11.592784,60,1477.942305
41.919573,60,1480.564507
38.789558,60,1482.645212
40.775204,60,1485.269222
63.329122,60,1487.327086
20.442655,60,1489.992156
-30.617905,60,1492.101854
51.259598,60,1493.259236
16.40733,60,1495.870834
-30.645842,60,1497.909004
48.182927,60,1500.530759
7.636235,60,1502.595421
41.827657,60,1505.209626
-0.646469,60,1507.282812
12.626493,60,1509.893421
63.385771,60,1511.063529
11.652753,60,1513.70922
-18.192359,60,1515.762979
30.909985,60,1518.366183
17.738994,60,1520.428263
36.005086,60,1523.067849
38.476115,60,1525.112321
29.018741,60,1527.700498
42.54696,60,1528.858458
66.652627,60,1530.917605
24.128778,60,1533.533737
23.776445,60,1535.609754
8.509967,60,1538.575584
69.939571,60,1540.826402
5.763014,60,1543.780212
32.901508,60,1546.063327
44.556832,60,1547.952244
39.227247,60,1550.181751
46.65377,60,1553.595051
36.126609,60,1555.942568
40.477398,60,1558.980298
-32.812593,60,1561.354733
42.131424,60,1564.097489
75.266951,60,1566.463474
41.994406,60,1567.701224
-1.378894,60,1570.513658
-10.795958,60,1572.70692
20.407104,60,1575.886597
23.158535,60,1578.074654
34.796683,60,1580.872362
-24.942442,60,1583.059356
-11.704801,60,1585.811534
35.822879,60,1587.095019
30.434876,60,1589.911323
-27.469237,60,1592.07806
11.128494,60,1594.864736
23.338131,60,1596.980294
46.716115,60,1599.594573
31.166191,60,1601.651392
19.456596,60,1604.261823
-1.860159,60,1605.427489
30.691201,60,1607.527494
40.044401,60,1610.134537
3.822287,60,1612.196625
3.059617,60,1614.789106
22.387388,60,1616.835102
8.735851,60,1619.478934
23.803868,60,1621.549651
73.745533,60,1623.258115
6.744349,60,1625.32826
20.546373,60,1627.974871
5.228066,60,1630.078232
32.067761,60,1632.690879
27.415007,60,1634.746067
70.442269,60,1637.366075
43.566651,60,1639.484532
39.775811,60,1640.657624
32.788615,60,1643.269296
-26.968218,60,1645.332757
34.959935,60,1647.93972
-2.526863,60,1650.016168
16.191584,60,1652.631922
47.602756,60,1654.694393
11.480339,60,1657.320272
46.835522,60,1658.489307
10.476419,60,1661.200032
70.918177,60,1663.247497
70.881759,60,1665.866657
54.100076,60,1667.920484
50.425591,60,1670.564519
27.456971,60,1672.639602
-38.937129,60,1675.25932
37.662133,60,1676.421019
44.268616,60,1678.474275
10.975725,60,1681.107367
20.037505,60,1683.173903
37.223451,60,1685.764427
67.875183,60,1687.803712
49.555906,60,1690.47154
-40.09955,60,1692.596906
37.010464,60,1694.320749
19.58254,60,1696.391652
57.40251,60,1698.99466
-20.597525,60,1701.113413
69.947215,60,1703.758286
12.505859,60,1705.831254
13.287669,60,1708.438599
24.746128,60,1710.507407
24.767682,60,1711.664464
67.02438,60,1714.311761
61.03365,60,1716.39673
54.613981,60,1719.011212
20.938848,60,1721.074855
11.723684,60,1723.715518
77.943497,60,1725.787263
30.412909,60,1728.403799
13.438117,60,1729.549009
-27.332939,60,1732.184654
4.479273,60,1734.255754
27.454575,60,1736.890256
-25.950427,60,1738.925009
10.967766,60,1741.54135
-31.305012,60,1743.580799
14.778035,60,1746.255343
55.783095,60,1747.411751
13.750673,60,1749.456551
51.630949,60,1752.069519
40.244576,60,1754.120082
-54.40478,60,1756.932157
5.105794,60,1758.995489
23.769616,60,1761.610627
-31.628303,60,1763.663353
77.19676,60,1765.3966
-14.457125,60,1767.464512
11.885336,60,1770.074768
-37.32341,60,1772.130789
26.272784,60,1774.726076
44.45359,60,1776.870497
-5.828471,60,1779.449267
47.546978,60,1781.52544
47.608673,60,1782.677813
16.762118,60,1785.328626
17.467074,60,1787.399505
39.29817,60,1790.00834
7.173038,60,1792.065047
16.275576,60,1794.672784
-3.610907,60,1796.748852
-22.464478,60,1799.43143
50.672362,60,1800.613395
44.012195,60,1803.213149
32.389889,60,1805.286545
54.87943,60,1807.944922
28.975502,60,1809.987994
-32.535751,60,1812.605977
72.103431,60,1814.641908
-5.888706,60,1817.269646
12.867338,60,1818.539103
3.492574,60,1820.59436
59.864673,60,1823.183491
25.180181,60,1825.235927
29.212944,60,1827.88606
-6.118196,60,1829.974497
62.570568,60,1832.600452
15.443908,60,1834.647058
34.153832,60,1836.376209
35.123787,60,1838.40632
50.150092,60,1841.079496
3.230903,60,1843.127479
36.637726,60,1845.721234
52.279086,60,1847.773415
77.122777,60,1850.427273
49.531835,60,1852.462403
33.03554,60,1853.608092
-2.764992,60,1856.248288
2.883092,60,1858.281434
-2.093254,60,1860.92193
20.509779,60,1862.979237
37.927652,60,1865.598319
-46.012195,60,1867.662123
-19.154036,60,1870.281196
19.764351,60,1871.482546
20.282484,60,1874.201159
15.135589,60,1876.233135
61.681077,60,1878.840392
25.519389,60,1880.904871
46.099306,60,1883.55231
-22.474148,60,1885.616872
13.483663,60,1888.210506
32.638642,60,1889.375426
45.019889,60,1891.449333
57.520842,60,1894.121028
-27.794595,60,1896.227095
12.91551,60,1898.826384
14.052606,60,1900.891541
38.598207,60,1903.531836
31.196493,60,1905.616432
47.746515,60,1907.322192
50.357016,60,1909.358372
19.300721,60,1911.98616
-23.287225,60,1914.079857
-43.63195,60,1916.688253
42.040551,60,1918.724246
52.625015,60,1921.338395
17.134596,60,1923.378788
29.11108,60,1924.573713
67.342407,60,1927.207191
42.893909,60,1929.254954
51.567485,60,1931.856581
23.870817,60,1933.903479
46.882267,60,1936.582776
71.243464,60,1938.618325
36.940231,60,1941.228437
34.424668,60,1942.381462
23.301469,60,1945.115009
-6.371447,60,1947.164993
50.692814,60,1949.75444
7.891759,60,1951.824669
-20.204154,60,1954.41746
22.043912,60,1956.542039
6.974733,60,1959.15869
57.520971,60,1960.331619
68.212236,60,1962.382005
36.477058,60,1964.976834
-9.4692,60,1967.080787
39.461544,60,1969.697523
-12.466955,60,1971.76894
58.484358,60,1974.374074
24.092026,60,1976.449145
27.226305,60,1978.175983
44.661779,60,1980.225074
17.273173,60,1982.84858
-37.214658,60,1984.893366
31.885684,60,1987.557374
33.397308,60,1989.587354
21.848829,60,1992.259229
-26.279262,60,1994.297939
23.769721,60,1995.459724
45.682721,60,1998.080868
37.397523,60,2000.102494
44.25787,60,2002.766315
11.774705,60,2004.796627
52.807881,60,2007.394637
30.89542,60,2009.458124
43.567395,60,2012.039075
45.286814,60,2013.195496
0.77982,60,2015.842331
-31.860444,60,2017.881953
44.378415,60,2020.519163
27.155051,60,2022.575211
-18.880748,60,2025.163261
23.829309,60,2027.219111
68.510271,60,2029.852773
1.068949,60,2031.0224
-6.019463,60,2033.054816
-7.81386,60,2035.647239
-19.256822,60,2037.666973
76.484729,60,2040.282386
10.202073,60,2042.31998
33.057819,60,2044.91185
-5.809992,60,2046.953728
27.316936,60,2048.647047
80.539391,60,2050.722332
39.847798,60,2053.397027
20.54904,60,2055.452775
-9.918445,60,2058.01913
53.685671,60,2060.040896
25.182973,60,2062.679509
21.831432,60,2064.705505
22.403017,60,2065.873256
23.773343,60,2068.473635
-31.275571,60,2070.491005
49.401889,60,2073.143626
-0.801822,60,2075.180323
45.991007,60,2077.81095
16.066115,60,2079.843945
-12.611135,60,2082.477553
20.666825,60,2083.626102
64.548586,60,2086.222092
17.362772,60,2088.244715
-7.762034,60,2090.830661
58.238105,60,2092.910787
-1.645724,60,2095.528508
22.053897,60,2097.538392
56.477195,60,2100.10196
51.029328,60,2101.245943
5.201444,60,2103.347297
37.099708,60,2105.935552
56.73936,60,2107.97984
13.275763,60,2110.574446
35.058016,60,2112.607934
83.70374,60,2115.217321
32.378078,60,2117.245814
45.559616,60,2118.940556
83.800529,60,2120.965643
15.930532,60,2123.563952
32.186928,60,2125.650455
24.760916,60,2128.214725
48.979612,60,2130.240036
32.838638,60,2132.828029
39.758266,60,2134.909511
23.867566,60,2136.097713
32.902009,60,2138.683694
56.284711,60,2140.71402
76.275911,60,2143.306726
31.93661,60,2145.366842
14.228118,60,2148.034438
47.682244,60,2150.073052
23.351938,60,2152.679133
37.245023,60,2153.81912
25.550013,60,2156.451766
37.628858,60,2158.483039
13.301718,60,2161.072864
12.104931,60,2163.243982
46.34981,60,2166.058074
30.697729,60,2168.501072
5.002788,60,2171.356653
67.380726,60,2172.671339
88.323283,60,2175.024583
25.630964,60,2177.924264
25.650213,60,2180.365267
25.461092,60,2183.266215
65.977918,60,2185.48259
51.624574,60,2188.28792
49.535793,60,2190.314822
33.104748,60,2192.020053
58.704819,60,2194.056321
65.730994,60,2196.690243
-94.368755,60,2198.751221
38.390496,60,2201.341393
-13.680753,60,2203.371042
38.289288,60,2205.982911
9.881408,60,2207.997987
-35.924844,60,2209.161271
13.261731,60,2211.799936
27.250319,60,2213.85706
52.350954,60,2216.478421
10.129205,60,2218.519192
52.031,60,2221.178296
-1.184912,60,2223.240577
9.54654,60,2225.879511
-5.868135,60,2227.026965
9.680334,60,2229.613723
-11.008621,60,2231.712335
59.229988,60,2234.306012
18.531287,60,2236.369482
35.318333,60,2238.957149
1.582642,60,2241.047703
3.450635,60,2243.616974
55.396174,60,2244.776475
11.164726,60,2246.832426
5.140808,60,2249.42472
-13.755928,60,2251.480995
-26.161046,60,2254.078696
-11.284728,60,2256.191102
-32.744597,60,2258.79017
-1.465383,60,2260.851957
-67.37355,60,2262.601696
42.203889,60,2264.648887
2.572289,60,2267.268067
14.545246,60,2269.301152
40.244995,60,2271.913019
12.780203,60,2273.996929
38.938072,60,2276.635578
21.935497,60,2278.690466
63.625979,60,2279.840435
12.117943,60,2282.452648
-40.078788,60,2284.549498
-31.168881,60,2287.155187
35.83783,60,2289.201533
13.734788,60,2291.869214
48.944922,60,2294.002458
26.964229,60,2296.647951
-5.106869,60,2297.800458
0.592918,60,2300.402024
36.430613,60,2302.463743
41.85158,60,2305.118377
15.375247,60,2307.164074
44.185261,60,2309.754756
-12.93909,60,2311.817908
24.274371,60,2314.40766
27.498529,60,2315.629271
-25.85853,60,2317.697646
54.667911,60,2320.286844
-18.776303,60,2322.343793
39.981737,60,2324.942821
-17.432913,60,2327.041111
-1.088295,60,2329.622297
12.409721,60,2331.688857
21.905754,60,2333.394115
27.278442,60,2335.463489
31.947734,60,2338.090545
37.672905,60,2340.140174
46.523004,60,2342.722309
38.608888,60,2344.773365
9.637653,60,2347.484669
8.193313,60,2349.52687
42.577721,60,2350.674349
11.199123,60,2353.256759
1.363677,60,2355.321676
5.762591,60,2357.999334
37.207126,60,2360.036083
31.734516,60,2362.626723
35.801327,60,2364.66452
14.087313,60,2367.274465
17.14284,60,2368.460576
19.58166,60,2371.05316
22.920314,60,2373.089888
18.553251,60,2375.712311
29.794558,60,2377.747845
-4.602548,60,2380.392005
28.237125,60,2382.438448
14.755274,60,2385.035317
43.708112,60,2386.202331
19.493211,60,2388.259066
