#{"t_start": 1639181709.7467341, "env_id": null}
r,l,t
47.312809,60,2253.602922
43.150059,60,2257.82305
47.925695,60,2263.082554
43.341376,60,2265.302635
40.249759,60,2269.03643
46.037798,60,2274.668575
46.781587,60,2278.311309
43.865934,60,2284.062502
47.149684,60,2288.158871
40.433655,60,2293.482745
37.723536,60,2296.766369
43.204323,60,2300.213275
48.747536,60,2303.764872
51.200189,60,2308.742164
48.034664,60,2312.898153
42.502496,60,2317.782563
47.974543,60,2321.590798
42.992081,60,2326.756985
38.883152,60,2330.65017
38.904109,60,2332.684085
36.230597,60,2337.586879
42.188082,60,2341.698656
49.484115,60,2346.967631
37.229449,60,2350.821512
48.904468,60,2355.925672
44.287503,60,2360.021828
41.769771,60,2364.695482
45.570249,60,2366.718159
47.72062,60,2371.895801
47.941181,60,2375.494655
43.361009,60,2381.174933
50.917095,60,2385.224292
44.794235,60,2390.914231
47.341807,60,2394.826701
45.58528,60,2400.553742
48.297509,60,2402.932436
49.385548,60,2406.707527
43.026955,60,2411.75354
41.348967,60,2416.235535
48.957913,60,2421.758315
40.35789,60,2426.413154
35.890531,60,2431.913128
43.363022,60,2436.080454
49.403703,60,2439.639206
38.431477,60,2443.856076
41.213239,60,2449.423095
47.204466,60,2453.041217
41.523349,60,2458.862646
49.009726,60,2462.876415
46.235596,60,2467.968898
46.939855,60,2471.888336
41.63226,60,2474.346657
46.547355,60,2479.958924
44.509494,60,2483.724906
44.536884,60,2489.02357
41.966536,60,2493.09586
43.318871,60,2498.249434
43.693056,60,2502.249585
40.766533,60,2507.435886
45.126593,60,2509.888724
36.798293,60,2515.449252
43.656231,60,2519.661602
50.750745,60,2524.849084
42.19832,60,2529.212262
42.836702,60,2535.082892
34.649951,60,2539.017708
42.522952,60,2544.444948
44.720397,60,2547.074391
47.457479,60,2551.3346
42.330277,60,2557.023409
41.368614,60,2561.165289
38.77727,60,2567.159414
39.725601,60,2571.05595
40.865008,60,2576.755832
49.249366,60,2580.993521
43.805647,60,2584.290936
47.319897,60,2588.549514
40.494596,60,2593.880646
45.934237,60,2598.480328
43.620699,60,2603.450996
41.473294,60,2607.37542
46.386811,60,2612.968311
43.092377,60,2616.719665
49.695049,60,2618.820014
46.96902,60,2624.627368
41.346511,60,2628.134241
43.586766,60,2633.998978
48.295098,60,2638.203567
46.577327,60,2643.908075
45.512904,60,2647.923397
38.536262,60,2653.612685
46.954908,60,2655.96183
43.900934,60,2660.808912
41.518582,60,2665.047425
49.608143,60,2670.323514
45.576112,60,2674.781116
41.365525,60,2679.745962
43.374291,60,2683.691526
50.493785,60,2689.416656
44.916525,60,2691.963105
47.308184,60,2696.451692
48.719518,60,2701.314401
48.434751,60,2704.771551
45.13562,60,2709.773504
43.214173,60,2713.863629
40.129003,60,2719.367161
46.922524,60,2723.550439
38.52564,60,2727.067648
46.728653,60,2731.154743
46.222358,60,2735.989224
46.713677,60,2740.243539
47.401056,60,2745.91418
41.733261,60,2749.759586
43.915052,60,2755.231354
47.224551,60,2759.287462
43.36097,60,2761.900706
43.628984,60,2767.432823
35.052296,60,2771.702082
43.355628,60,2777.48539
40.217102,60,2781.708573
44.546388,60,2786.864805
43.69134,60,2790.625938
41.143197,60,2796.069954
44.281744,60,2798.313921
48.465041,60,2803.163283
47.302108,60,2807.7287
48.834906,60,2812.59699
39.130757,60,2816.999715
46.116278,60,2822.268019
46.055088,60,2826.297966
45.773815,60,2831.579504
46.550997,60,2833.968398
45.309747,60,2838.304639
43.137081,60,2843.929336
45.886381,60,2848.151085
41.496833,60,2853.489703
44.382377,60,2857.925833
39.448581,60,2863.686521
41.451786,60,2867.446821
41.28238,60,2870.921328
45.986138,60,2874.936285
46.060583,60,2879.962655
43.538753,60,2883.480732
47.383536,60,2888.931313
45.536732,60,2893.286296
47.494708,60,2898.638543
46.036824,60,2903.084395
48.142107,60,2905.283815
49.990559,60,2910.826933
35.627481,60,2915.081529
46.404879,60,2920.691423
40.504511,60,2924.621224
47.921836,60,2930.180864
43.958472,60,2934.174069
36.447287,60,2939.324039
49.099117,60,2941.473855
44.413273,60,2947.329002
45.302809,60,2951.374432
38.993281,60,2957.169329
49.244327,60,2960.876747
42.337186,60,2965.862005
43.397454,60,2969.972862
42.189247,60,2975.545848
41.97123,60,2977.934431
38.735971,60,2981.623852
49.935449,60,2986.11175
41.517471,60,2990.392167
49.375862,60,2995.519175
41.962736,60,2999.678887
37.507231,60,3004.87186
41.927323,60,3009.21136
41.950649,60,3013.337229
42.590556,60,3017.578964
47.59422,60,3023.102712
50.867882,60,3027.616371
45.21085,60,3033.186633
41.238593,60,3037.256358
49.639444,60,3042.727829
48.364348,60,3046.639158
48.509703,60,3048.892031
41.964851,60,3054.755775
50.306094,60,3058.802643
45.297291,60,3064.586336
42.188846,60,3068.42235
41.95065,60,3074.373258
43.423538,60,3078.589115
47.339168,60,3083.514389
47.00521,60,3086.107204
44.827991,60,3091.636178
43.762508,60,3095.437784
41.799006,60,3100.836717
44.491958,60,3105.094769
40.582989,60,3111.042547
46.356332,60,3115.3629
46.521493,60,3120.967365
44.273519,60,3123.480776
44.742717,60,3127.505445
50.860473,60,3132.833529
47.914194,60,3137.072736
